Categoria_App,Copertina,Titolo,Autore,Editore,Anno,Descrizione,Link,Nuovo
Altri Editori,https://www.ibs.it/images/9791257660505_0_0_150_0_75.jpg,Codice Penale 2026 normativo per il  Concorso in Magistratura,Roberto Garofoli,Neldiritto Editore,2026,,https://www.ibs.it/codice-penale-2026-normativo-per-libro-roberto-garofoli/e/9791257660505,False
Altri Editori,https://www.ibs.it/images/9791257660369_0_0_150_0_75.jpg,Manuale breve di Diritto processuale penale 2026,Luca Della Ragione,Neldiritto Editore,2026,,https://www.ibs.it/manuale-breve-di-diritto-processuale-libro-luca-della-ragione/e/9791257660369,False
Altri Editori,https://www.ibs.it/images/9791257660352_0_0_150_0_75.jpg,Manuale breve di Diritto civile 2026,"Giuseppe Chine,Andrea Zoppini",Neldiritto Editore,2026,,https://www.ibs.it/manuale-breve-di-diritto-civile-libro-giuseppe-chine-andrea-zoppini/e/9791257660352,False
Altri Editori,https://www.ibs.it/images/9791257660345_0_0_150_0_75.jpg,Manuale breve di Diritto amministrativo 2026,Roberto Garofoli,Neldiritto Editore,2026,,https://www.ibs.it/manuale-breve-di-diritto-amministrativo-libro-roberto-garofoli/e/9791257660345,False
Altri Editori,https://www.ibs.it/images/9791257660338_0_0_150_0_75.jpg,Manuale breve di Diritto penale 2026,Roberto Garofoli,Neldiritto Editore,2026,,https://www.ibs.it/manuale-breve-di-diritto-penale-libro-roberto-garofoli/e/9791257660338,False
Altri Editori,https://www.ibs.it/images/9791221825909_0_0_150_0_75.jpg,Governare l’irrazionalità. Diritto e nuove tecniche di condizionamento sociale,Annalisa Verza,Aracne (Genzano di Roma),2026,,https://www.ibs.it/governare-irrazionalita-diritto-nuove-tecniche-libro-annalisa-verza/e/9791221825909,True
Altri Editori,https://www.ibs.it/images/9788899555641_0_0_150_0_75.jpg,"Un corpo educato. Sport, cultura, società",Mario Salisci,Centro Leonardo Education,2026,,https://www.ibs.it/corpo-educato-sport-cultura-societa-libro-mario-salisci/e/9788899555641,False
Altri Editori,https://www.ibs.it/images/9788894795066_0_0_150_0_75.jpg,"Iran, la guerra di Epstein. Il Terzo Tempio e il Grande Israele",Davide Piccardo,Editori della Luce,2026,,https://www.ibs.it/iran-guerra-di-epstein-terzo-libro-davide-piccardo/e/9788894795066,False
Altri Editori,https://www.ibs.it/images/9788893803847_0_0_150_0_75.jpg,Viaggio in America,Gianni Brera,Aragno,2026,,https://www.ibs.it/viaggio-in-america-libro-gianni-brera/e/9788893803847,False
Altri Editori,https://www.ibs.it/images/9788893803830_0_0_150_0_75.jpg,Sulle scene,Emilio Salgari,Aragno,2026,,https://www.ibs.it/sulle-scene-libro-emilio-salgari/e/9788893803830,True
Altri Editori,https://www.ibs.it/images/9788868063696_0_0_150_0_75.jpg,Con occhi di donna. La presenza femminile nella Bibbia,Maria Corvino Forleo,Schena Editore,2026,,https://www.ibs.it/con-occhi-di-donna-presenza-libro-maria-corvino-forleo/e/9788868063696,False
Altri Editori,https://www.ibs.it/images/9788855323697_0_0_150_0_75.jpg,"Intelligenza artificiale. Applicazioni in medicina, chirurgia e nelle diverse specialità",Giuseppe Biondi-Zoccai,Minerva Medica,2026,,https://www.ibs.it/intelligenza-artificiale-applicazioni-in-medicina-libro-giuseppe-biondi-zoccai/e/9788855323697,True
Altri Editori,https://www.ibs.it/images/9788849254747_0_0_150_0_75.jpg,Ordine e caso,N/D,Gangemi Editore,2026,,https://www.ibs.it/ordine-caso-libro-vari/e/9788849254747,False
Altri Editori,https://www.ibs.it/images/9788831226233_0_0_150_0_75.jpg,"Misteri di Liguria. Un viaggio alla scoperta degli enigmi, tradizioni e leggende del territorio, dalla stregoneria ai dischi volanti",Luca Valentini,Atene Edizioni,2026,,https://www.ibs.it/misteri-di-liguria-viaggio-alla-libro-luca-valentini/e/9788831226233,True
Editori Selezionati,https://www.ibs.it/images/9788832858532_0_0_150_0_75.jpg,Se Einstein avesse saputo. Dalle rivoluzioni quantistiche a una nuova idea di realtà,Alain Aspect,Raffaello Cortina Editore,2026,"“Dio non gioca a dadi.” Questa celebre frase di Albert Einstein riassume la sua profonda inquietudine nei confronti della meccanica quantistica, una teoria che costringe a ripensare la nostra stessa comprensione della realtà. Ma cosa sarebbe successo se Einstein stesso avesse potuto assistere alle prove sperimentali che dimostrano l’esistenza di connessioni che sfidano la nostra intuizione? Alain Aspect, premio Nobel per la fisica, ci accompagna in un’indagine appassionante sulle origini e le conseguenze di questa rivoluzione scientifica, ripercorrendo il celebre dibattito tra Einstein e Niels Bohr e rivelando come le loro dispute intellettuali abbiano portato a scoperte rivoluzionarie e a tecnologie che stanno cambiando il nostro mondo. Partendo dal suo stesso percorso di ricerca, Aspect svela i misteri dell’entanglement quantistico e della non-località. Il dibattito tra Bohr e Einstein, spiega, non è solo una questione di fisica, ma una riflessione sulla natura del mondo. Attraverso aneddoti personali, spiegazioni accessibili e un’analisi rigorosa dei risultati sperimentali, il libro ci guida attraverso le implicazioni più profonde della nuova rivoluzione quantistica, una straordinaria avventura intellettuale e una finestra aperta sulle meraviglie del futuro.",https://www.ibs.it/se-einstein-avesse-saputo-dalle-libro-alain-aspect/e/9788832858532,False
Editori Selezionati,https://www.ibs.it/images/9788858160329_0_0_150_0_75.jpg,Un evangelista e il suo DNA. Una storia di reliquie e di scienziati,Guido Barbujani,Laterza,2026,"È il 17 settembre del 1998 quando un gruppo di esperti si riunisce nella basilica di Santa Giustina a Padova, intorno all’urna dove, secondo tradizione, si conservano i resti dell’evangelista Luca, sigillata da quattrocento anni. Al suo interno, insieme a disparati oggetti e a un numero esorbitante di vertebre di serpente, c’è lo scheletro, senza testa, di un uomo alto circa un metro e sessanta, morto in tarda età. Si tratterebbe dei resti dell’evangelista Luca. Ma è davvero così? La reliquia è autentica? O è andata persa, o è custodita altrove: in Vaticano, o a Venezia, o magari a Praga? E in questo caso, di chi sono quei resti, e in ogni caso, come ci sono arrivati, a Padova? Il vescovo di Padova chiede risposte a una variegata commissione di storici, chimici, filologi, archeologi, e anche un paleontologo, per via dei serpenti. Il genetista chiamato ad analizzare il DNA dello scheletro per capire se è compatibile con le origini siriane del santo è Guido Barbujani, che in questo libro racconta una straordinaria avventura attraverso duemila anni di storia. Ci sono Giuliano imperatore e Lawrence d’Arabia, le crociate e le convulsioni del Medio Oriente contemporaneo: un lungo viaggio intellettuale, ma costellato di avventure e disavventure reali, talvolta comiche. Al contempo, attraverso i modi in cui esperti di discipline molto diverse hanno contribuito a ricostruire frammenti di una storia remota, veniamo a conoscere i meccanismi della ricerca, le grandi potenzialità e i limiti del metodo scientifico, gli scontri di idee e le motivazioni personali che portano, faticosamente e non senza contraddizioni, a passi avanti nelle nostre conoscenze: a volte piccoli, mai irrilevanti.",https://www.ibs.it/evangelista-suo-dna-storia-di-libro-guido-barbujani/e/9788858160329,False
Altri Editori,https://www.ibs.it/images/9788850273362_0_0_150_0_75.jpg,"La spirale positiva. Usare le neuroscienze per invertire il corso della depressione, un piccolo cambiamento alla volta",Alex Korb,TEA,2026,,https://www.ibs.it/spirale-positiva-usare-neuroscienze-per-libro-alex-korb/e/9788850273362,False
Altri Editori,https://www.ibs.it/images/9788892763340_0_0_150_0_75.jpg,Darwin. Una vita in versi,Ruth Padel,Elliot,2026,,https://www.ibs.it/darwin-vita-in-versi-libro-ruth-padel/e/9788892763340,False
Altri Editori,https://www.ibs.it/images/9791281228535_0_0_150_0_75.jpg,Storia di una montagna,Élisée Reclus,Ortica Editrice,2026,,https://www.ibs.it/storia-di-montagna-libro-elisee-reclus/e/9791281228535,False
Editori Selezionati,https://www.ibs.it/images/9791256148554_0_0_150_0_75.jpg,La meccanica quantistica è completa? Il paradosso dell'entanglement,"Albert Einstein,Boris Podolsky,Nathan Rosen",Castelvecchi,2026,"Nel 1935 dalle pagine di una rivista scientifica parte una memorabile sfida alla meccanica quantistica. Albert Einstein, Boris Podolsky e Nathan Rosen pubblicano il celebre paradosso EPR (dall’iniziale dei loro cognomi). In poche, affascinanti pagine, si chiedono se la teoria fornisca davvero una descrizione completa della realtà fisica. Due particelle lontane si influenzano a vicenda e in tempo reale? Passano pochi mesi e Niels Bohr risponde ai colleghi, con la consueta lucidità filosofica, difendendo la completezza della teoria, l’idea che la realtà non esiste indipendentemente dall’atto di osservazione. Lo scontro è epocale: realismo contro complementarità, certezza contro mistero quantistico. In questo volume, Giuseppe Mussardo cura la traduzione dei due storici articoli e li introduce con un’interpretazione sintetica ma significativa di «uno dei momenti più profondi e stimolanti della storia della fisica del Novecento». Sono pagine in cui rivivono l’ortodossia della Scuola di Copenhagen e la visione di molti mondi, gli iconici esperimenti mentali (dal gatto di Schrödinger al barattolo di polvere da sparo di Einstein) e il ruolo centrale dell’entanglement, confine tra mondo classico e mondo quantistico. Un viaggio nel cuore del più affascinante dei misteri della fisica, per scoprire come Einstein e Bohr cambiarono per sempre il nostro modo di pensare il mondo e la realtà.",https://www.ibs.it/meccanica-quantistica-completa-paradosso-dell-libro-vari/e/9791256148554,False
Editori Selezionati,https://www.ibs.it/images/9788858058138_0_0_150_0_75.jpg,Tavola periodica. Dall'alchimia all'era nucleare,N/D,Gribaudo,2026,"Tutto ciò che esiste, dalle galassie ai granelli di polvere, nasce da soli 118 tipi di atomi. Alcuni elementi ci accompagnano da sempre, altri si mostrano per un attimo nei laboratori più avanzati. Questo libro racconta la loro scoperta e rivela come ognuno sia unico: dove si nasconde, come interagisce, in che modo entra nella nostra vita quotidiana.",https://www.ibs.it/tavola-periodica-dall-alchimia-all-libro-vari/e/9788858058138,False
Altri Editori,https://www.ibs.it/images/9788850272273_0_0_150_0_75.jpg,Microbiota geniale. Curare l'intestino per guarire la mente,Maria Rescigno,TEA,2026,,https://www.ibs.it/microbiota-geniale-curare-intestino-per-libro-maria-rescigno/e/9788850272273,False
Altri Editori,https://www.ibs.it/images/9788842832201_0_0_150_0_75.jpg,"Come sono, suona. La musica racconta chi siamo","Susan Rogers,Ogi Ogas",Il Saggiatore,2026,,https://www.ibs.it/come-sono-suona-musica-racconta-libro-susan-rogers-ogi-ogas/e/9788842832201,False
Editori Selezionati,https://www.ibs.it/images/9788822799906_0_0_150_0_75.jpg,La matematica in tasca,Rocco Dedda,Newton Compton Editori,2026,"Per molti la matematica finisce alla cassa del supermercato o quando si divide un conto. In realtà ci accompagna ovunque, spesso senza che ce ne accorgiamo. E conoscere i principi e il linguaggio della matematica può migliorare le nostre vite in mille ambiti diversi e inaspettati: può aiutarci a usare correttamente i device informatici e a difenderci dalle minacce online, a comprendere meglio i fenomeni naturali e sociali, a gestire in modo più efficace il tempo e gli spostamenti; e può essere utile per sport, lavoro, casa, studio, alimentazione, sicurezza, privacy e molto altro ancora. Quando qualcuno, come Rocco Dedda in questo libro, riesce a raccontarcela e spiegarla in modo semplice e ricco di aneddoti storici e curiosità, la matematica può diventare divertente ed esaltante. Non avremo più scuse, e potremo finalmente farcela amica. Perché il potere dei numeri è un grande alleato, non solo per ingegneri e scienziati, ma per tutti noi.",https://www.ibs.it/matematica-in-tasca-libro-rocco-dedda/e/9788822799906,False
Editori Selezionati,https://www.ibs.it/images/9788820085445_0_0_150_0_75.jpg,"Ventimila specie (o quasi) sotto il mare. Viaggio tra dune, abissi e alieni del Mediterraneo. Nuova ediz.",Andrea Bonifazi,Sperling & Kupfer,2026,"Il Mediterraneo è un mare familiare e, allo stesso tempo, sorprendentemente sconosciuto, un luogo da attraversare, esplorare, ascoltare. Basta avvicinarsi alla riva per accorgersi che sotto la superficie si apre un mondo inatteso, complesso, fragile e meravigliosamente ricco di vita. In Ventimila specie (o quasi) sotto il mare Andrea Bonifazi, dottore di ricerca in Ecologia Marina e creatore della seguitissima pagina Scienze Naturali, ci invita a scoprirlo seguendo un percorso appassionante che dalle dune costiere e dalla spiaggia conduce, tappa dopo tappa, verso il blu profondo e i suoi misteri. Ogni ambiente diventa una soglia, ogni immersione un cambio di prospettiva. Tra sabbia, rocce, praterie sommerse e acque aperte, il Mediterraneo si rivela un sistema vivo, dinamico, popolato di creature sorprendenti che adottano incredibili strategie di sopravvivenza.",https://www.ibs.it/ventimila-specie-o-quasi-sotto-libro-andrea-bonifazi/e/9788820085445,False
Editori Selezionati,https://www.ibs.it/images/9788815395016_0_0_150_0_75.jpg,Che cos'è la scienza?,Vincenzo Crupi,Il Mulino,2026,"L'idea di che cosa sia la scienza ha attraversato un lungo processo di trasformazione dall'antichità fino a tempi più recenti, e resta tuttora oggetto di controversie. Il libro illustra le tappe fondamentali del dibattito filosofico sulla scienza, dall'epoca classica alle principali proposte teoriche contemporanee. Dai modelli cosmologici dell'antichità all'idea di teoria assiomatica, dal concetto di causa a quello di probabilità, dalla sperimentazione controllata al tema delle rivoluzioni scientifiche, le questioni affrontate hanno una storia illustre, e non hanno mai perso la loro importanza. Che cos'è una teoria scientifica? Che genere di conoscenza può offrirci? Che ruolo hanno i dati e gli esperimenti nelle scienze? Perché le scienze cambiano nel tempo? Un libro rigoroso ma non specialistico, utile a spiegare infine a tutti e tutte «che cos'è la scienza».",https://www.ibs.it/che-cos-scienza-libro-vincenzo-crupi/e/9788815395016,False
Editori Selezionati,https://www.ibs.it/images/9788811019459_0_0_150_0_75.jpg,Un pericoloso miracolo. L'incredibile avventura degli antibiotici,Liam Shaw,Garzanti,2026,"Nel gelo eterno della regione del Klondike, nel Canada nord-occidentale, il permafrost custodisce un segreto sconcertante: alcuni batteri intrappolati e conservati nel ghiaccio possedevano, già trentamila anni fa, geni resistenti ad antibiotici moderni come la vancomicina. Ma com’è possibile che batteri così antichi fossero immuni a un antibiotico reso disponibile sul mercato solo a partire dagli anni Cinquanta? Dalle piastre contaminate di Alexander Fleming ai laboratori della Dunn School di Oxford, dove lavoravano Ernst Chain e Howard Florey, dai campioni di terra setacciati da Selman Waksman e dal suo allievo Albert Schatz fino alle torbiere esplorate da René Dubos, Liam Shaw segue gli scienziati che hanno strappato alla natura molecole capaci di cambiare il nostro destino. Gli antibiotici, come il petrolio, infatti, non sono stati creati in laboratorio, bensì scoperti in natura: prodotti dai microbi, sono diventati il combustibile economico, apparentemente inesauribile, che ha alimentato la medicina moderna. Ma a caro prezzo. Ogni volta che assumiamo un antibiotico selezioniamo batteri più forti, capaci di resistere e diffondersi, e così, mentre l’industria, la politica e il marketing, da Arthur Sackler ai manager di Pfizer, ne hanno promosso un uso massiccio negli ospedali, nelle case e negli allevamenti, la nostra resistenza è cresciuta fino a mettere a rischio conquiste che credevamo definitive.",https://www.ibs.it/pericoloso-miracolo-incredibile-avventura-degli-libro-liam-shaw/e/9788811019459,False
Editori Selezionati,https://www.ibs.it/images/2000000132365_0_0_150_0_75.jpg,La mente radiosa. I cibi e i pensieri che nutrono il cervello e rischiarano la vita. Copia autografata,"Eliana Liotta,Michela Matteoli",Sonzogno,2026,"Le nostre menti si sono accese come stelle nell’universo dei viventi. Non sappiamo come siano emerse dai circuiti nervosi primitivi ma siamo certi che possiamo coltivarle perché restino luminose, calde, magnifiche. La giornalista e saggista Eliana Liotta e la neuroscienziata Michela Matteoli propongono una visione in linea con le scoperte recenti: una mente incarnata nel cervello e in dialogo continuo con il corpo e con il microbiota intestinale. Proprio questa dimensione materiale merita interesse, a partire dall’alimentazione. Dall’analisi dei dati scientifici emerge che, in media, italiane e italiani sono carenti di sostanze essenziali per il sistema nervoso, come gli omega-3 e le vitamine B e D. Rischiamo di avere cervelli malnutriti in una società opulenta, e non stupisce che la conseguenza siano stati ansiosi, senso di fatica, disturbi del sonno o difficoltà di concentrazione. Ma le nostre menti straordinarie hanno fame anche di sentimenti, spiritualità, pace. Sono creatrici di mondi che palpitano nella musica, nell’arte, nei teatri, nei film. E tutti questi pensieri, esperienze, emozioni ci modificano, fisicamente. «Il nostro cervello muta mentre viviamo» scrivono le autrici. «E noi possiamo, sempre, cercare di diventare persone migliori.»",https://www.ibs.it/mente-radiosa-cibi-pensieri-che-libro-eliana-liotta-michela-matteoli/e/2000000132365,False
Altri Editori,https://www.ibs.it/images/9788850656806_0_0_150_0_75.jpg,Malattie delle api e salute degli alveari,"Alberto Contessi,Giovanni Formato",Edagricole,2026,,https://www.ibs.it/malattie-delle-api-salute-degli-libro-alberto-contessi-giovanni-formato/e/9788850656806,False
Altri Editori,https://www.ibs.it/images/9788821458491_0_0_150_0_75.jpg,Microbiologia e immunologia veterinaria,"Giorgio Poli,Paola Dall'Ara,Piera Anna Martino",Edra,2026,,https://www.ibs.it/microbiologia-immunologia-veterinaria-libro-vari/e/9788821458491,False
Altri Editori,https://www.ibs.it/images/9788846774453_0_0_150_0_75.jpg,Cappuccetto Rosso e il Lupo: la vera storia… al Museo Anatomico Veterinario dell’Università di Pisa,N/D,Edizioni ETS,2026,,https://www.ibs.it/cappuccetto-rosso-lupo-vera-storia-libro-vari/e/9788846774453,False
Altri Editori,https://www.ibs.it/images/9791281716827_0_0_150_0_75.jpg,Per un’ecologia critica. La crisi del modernismo industriale fra nuova geografia e filosofia,N/D,Mucchi Editore,2026,,https://www.ibs.it/per-ecologia-critica-crisi-del-libro-vari/e/9791281716827,False
Altri Editori,https://www.ibs.it/images/9791224325826_0_0_150_0_75.jpg,Ecocene. Sustainable lifestyles inspired by the living organisms. Ediz. illustrata,Lorenzo Nava,Autopubblicato,2026,,https://www.ibs.it/ecocene-sustainable-lifestyles-inspired-by-libro-lorenzo-nava/e/9791224325826,False
Altri Editori,https://www.ibs.it/images/9791224325819_0_0_150_0_75.jpg,Ecocene. Alla riscoperta del legame profondo tra la nostra mente e la terra. Ediz. illustrata,Lorenzo Nava,Autopubblicato,2026,,https://www.ibs.it/ecocene-alla-riscoperta-del-legame-libro-lorenzo-nava/e/9791224325819,False
Altri Editori,https://www.ibs.it/images/9788899211820_0_0_150_0_75.jpg,"Come gestire il latte, i formaggi e le uova in sicurezza","Agostino Macrì,Gianluigi Valsecchi",Le Point Vétérinaire Italie,2026,,https://www.ibs.it/come-gestire-latte-formaggi-uova-libro-agostino-macri-gianluigi-valsecchi/e/9788899211820,False
Altri Editori,https://www.ibs.it/images/9788864531984_0_0_150_0_75.jpg,Il museo di storia naturale dell'Università degli studi di Firenze. Le collezioni geologiche e paleontologiche. Ediz. italiana e inglese,"Simonetta Monechi,Lorenzo Rook",Firenze University Press,2026,,https://www.ibs.it/museo-di-storia-naturale-dell-libro-simonetta-monechi-lorenzo-rook/e/9788864531984,False
Altri Editori,https://www.ibs.it/images/9788821460067_0_0_150_0_75.jpg,Gestione anestetica del cane e del gatto in condizioni critiche,Ignacio Sández Cordero,Edra,2026,,https://www.ibs.it/gestione-anestetica-del-cane-del-libro-ignacio-sandez-cordero/e/9788821460067,False
Altri Editori,https://www.ibs.it/images/9791224439455_0_0_150_0_75.jpg,La rivoluzione quantistica. Capire l'infinitamente piccolo per comprendere il mondo reale,Andrea Pietravalle,StreetLib,2026,,https://www.ibs.it/rivoluzione-quantistica-capire-infinitamente-piccolo-libro-andrea-pietravalle/e/9791224439455,False
Altri Editori,https://www.ibs.it/images/9791222816777_0_0_150_0_75.jpg,Dieci chiacchiere sull'universo + una,Furio Forni,ilmiolibro self publishing,2026,,https://www.ibs.it/dieci-chiacchiere-sull-universo-libro-furio-forni/e/9791222816777,True
Altri Editori,https://www.ibs.it/images/9791281805620_0_0_150_0_75.jpg,Ricerche di geografia umana in Val di Chiana (1939),Doberdò Bietolini,Gambini Editore,2026,,https://www.ibs.it/ricerche-di-geografia-umana-in-libro-doberdo-bietolini/e/9791281805620,False
Altri Editori,https://www.ibs.it/images/9788894669091_0_0_150_0_75.jpg,Coelum astronomia. Vol. 279: Le scienze dell'universo,N/D,Coelum Astronomia,2026,,https://www.ibs.it/coelum-astronomia-vol-279-scienze-libro-vari/e/9788894669091,False
Editori Selezionati,https://www.ibs.it/images/9788820084127_0_0_150_0_75.jpg,Hai ancora paura. Ciò che ti ha salvato ora ti sta fermando,Maria Beatrice Alonzi,Sperling & Kupfer,2026,"Una luce fredda, implacabile. Uno specchio buio. Una stanza spoglia. Non sai come sia potuto succedere, ma su una cosa non hai dubbi: questo è un interrogatorio. E sotto indagine ci sei tu. Tu e tutte le scelte che hai fatto - e che non hai fatto - finora. Dalle più piccole e quotidiane alle più grandi e importanti. Una vita intera a prendere decisioni, giuste o sbagliate che fossero. Ma il punto è un altro: che cosa c'è dietro quelle scelte? Forse pensi di aver fatto ogni cosa per il meglio, avendo ragionato, ponderato tutte le opzioni possibili e assecondato la tua volontà e il tuo desiderio. Eppure non è così, perché a guidare le tue scelte c'è sempre stato un unico motore: la paura. Quella antica, infantile, di sbagliare, di non essere abbastanza, di rimanere senza nessuno al tuo fianco. E allora non puoi fare altro che aprire una porta dei ricordi per volta e ripercorrere tutti i momenti cruciali della tua vita per indagare, con una nuova consapevolezza, quello che è stato. Non puoi ancora sapere come finirà l'indagine, e se dovrai salire sul banco degli imputati, ciò che importa però è la lezione che ne puoi trarre: tu non sei colpevole per il tuo passato. Sei responsabile del tuo futuro.",https://www.ibs.it/hai-ancora-paura-cio-che-libro-maria-beatrice-alonzi/e/9788820084127,True
Editori Selezionati,https://www.ibs.it/images/9791222203157_0_0_150_0_75.jpg,"Il codice antinfiammatorio. Il protocollo scientifico per riconoscere e combattere l'infiammazione cronica per contrastare le malattie, dire addio ai dolori, ritrovare il peso forma, prolungare la vita","Serena Missori,Alessandro Gelli",Vallardi A.,2026,"Troppo spesso attribuiamo stanchezza, dolori diffusi, mal di testa, insonnia, difficoltà a concentrarci, sbalzi d'umore e aumento di peso allo stress o all'età. In realtà, molto spesso questi disturbi sono sintomi collegati all'infiammazione cronica, uno stato silente che può favorire diabete, obesità, patologie cardiovascolari, autoimmuni e cancro, e che colpisce quasi la metà degli italiani. Dopo anni di ricerche, Serena Missori e Alessandro Gelli hanno elaborato un approccio integrato e personalizzabile sul biotipo costituzionale per spegnere l'infiammazione, riscrivere il destino biologico e gettare le basi di una Longevità Performante®. Grazie a un protocollo che combina movimento consapevole, gestione dello stress, nutraceutici mirati, digiuno intermittente e menù stagionali biotipizzati imparerai a leggere i segnali del tuo corpo, a scegliere i cibi più adatti a te, a proteggerti dalle tossine e a trasformare le tue abitudini in alleate della salute.",https://www.ibs.it/codice-antinfiammatorio-protocollo-scientifico-per-libro-serena-missori-alessandro-gelli/e/9791222203157,True
Editori Selezionati,https://www.ibs.it/images/9788830464995_0_0_150_0_75.jpg,"La mente si calma, la vita cambia. Mindfulness per vivere meglio in dieci passi",Stanza Zen,Longanesi,2026,"C’è una rivoluzione gentile che può cambiare tutto: imparare ad ascoltarsi. Siamo stanchi, bloccati, spesso demotivati. La vita ci sfugge tra le mani, i pensieri ci tirano a fondo e ci sembra di non avere via d’uscita. Fermiamoci. Proviamo a capire cosa sta succedendo. Da dove arriva questa irrequietezza? Di cosa ci parla questo malessere? Esiste una cura miracolosa? Marco e Valerio si facevano le stesse domande e, poco per volta, per prove ed errori, hanno tracciato una strada che dallo smarrimento giunge fino a una nuova, profonda consapevolezza. Questo libro vuole essere una mano tesa al lettore in cerca di risposte, una mappa articolata attraverso dieci principi essenziali che, applicati alla vita quotidiana, si rivelano fortemente trasformativi. Dai pensieri incessanti alla paura, dalla fatica di dire “no” al bisogno di libertà interiore, dall’autosabotaggio alla procrastinazione, dalla paralisi decisionale al pensiero positivo, ogni capitolo offre strumenti concreti e pratiche quotidiane per riconquistare piccole libertà. Indicazioni chiare e liberatorie, efficaci e poetiche al tempo stesso, per ritrovare chiarezza, fiducia e presenza, passo dopo passo.",https://www.ibs.it/mente-si-calma-vita-cambia-libro-stanza-zen/e/9788830464995,True
Altri Editori,https://www.ibs.it/images/9788859045182_0_0_150_0_75.jpg,Guida al trattamento dell'ADHD in età adulta. Dalla diagnosi all'intervento non farmacologico,Giovanni Migliarese,Erickson,2026,,https://www.ibs.it/guida-al-trattamento-dell-adhd-libro-giovanni-migliarese/e/9788859045182,False
Altri Editori,https://www.ibs.it/images/9788859045441_0_0_150_0_75.jpg,SOS aggressività. Cos'è e come si affronta. Le miniguide dei comportamenti problema nei disturbi dello spettro autistico,Matteo Maccione,Erickson,2026,,https://www.ibs.it/sos-aggressivita-cos-come-si-libro-matteo-maccione/e/9788859045441,False
Altri Editori,https://www.ibs.it/images/9788859027737_0_0_150_0_75.jpg,"Linee guida per l'autismo in età evolutiva. Dalle raccomandazioni ai percorsi diagnostici terapeutici, assistenziali e educativi","Giuseppe Maurizio Arduino,Giovanni Valeri",Erickson,2026,,https://www.ibs.it/linee-guida-per-autismo-in-libro-giuseppe-maurizio-arduino-giovanni-valeri/e/9788859027737,False
Altri Editori,https://www.ibs.it/images/9788849887662_0_0_150_0_75.jpg,Super habits. Il sistema universale per una società libera e felice,Andrew V. Abela,Rubbettino,2026,,https://www.ibs.it/super-habits-sistema-universale-per-libro-andrew-v-abela/e/9788849887662,False
Altri Editori,https://www.ibs.it/images/9788834442456_0_0_150_0_75.jpg,Percorsi di vita. Scopri i tuoi talenti e le tue debolezze per sperimentare lo sviluppo e la crescita personale in tutti gli aspetti della vita,Erin Claire Jones,Armenia,2026,,https://www.ibs.it/percorsi-di-vita-scopri-tuoi-libro-erin-claire-jones/e/9788834442456,False
Altri Editori,https://www.ibs.it/images/9788834019290_0_0_150_0_75.jpg,Psicologia somatica integrale. L’esperienza emotiva e il corpo,Raja Selvam,Astrolabio Ubaldini,2026,,https://www.ibs.it/psicologia-somatica-integrale-esperienza-emotiva-libro-raja-selvam/e/9788834019290,False
Editori Selezionati,https://www.ibs.it/images/9788817199506_0_0_150_0_75.jpg,Non chiamatemi marziano. Come ho reclamato il mio diritto alla felicità,Marcos Cappato,Rizzoli,2026,"Marcos Cappato, Alfiere della Repubblica per il suo impegno nella difesa dei diritti delle persone disabili, nasce con una tetraparesi spastica e, ancora bambino, lascia il Brasile, per trasferirsi in Italia, dove viene adottato. In un'Europa che guarda più al corpo, all'apparenza, che all'essenza, impara presto che la disabilità non è il vero ostacolo: lo sono lo sguardo degli altri, i muri invisibili, i giudizi impliciti. Ma Marcos, youtuber, attivista e divulgatore, non si arrende. Lo stigma, i pregiudizi e le barriere - fisiche e culturali - non lo fermano. Con determinazione, inizia la sua battaglia di sensibilizzazione che lo porterà a diventare Alfiere della Repubblica. ""Non chiamatemi marziano"" è l'appassionante confessione di un ragazzo come gli altri, che lotta per affermarsi in un mondo che non fa sconti alle voci fuori dal coro. Ci guida nelle gioie e nelle delusioni, nei rimpianti e nelle speranze che hanno seminato la parabola della sua vita, unica come quella di ognuno di noi. Ma questo libro non è solo un'autobiografia coraggiosa, è anche la storia di un riscatto: il brillante esempio di chi, inseguendo i propri sogni senza mai gettare la spugna, è riuscito, nel bene e nel male, al di là di ogni giudizio, a diventare se stesso.",https://www.ibs.it/non-chiamatemi-marziano-come-ho-libro-marcos-cappato/e/9788817199506,False
Altri Editori,https://www.ibs.it/images/9791256650934_0_0_150_0_75.jpg,La corazza e l'abisso. Ricordi di una psicoterapia al SerD,Giuseppe Marras,Alpes Italia,2026,,https://www.ibs.it/corazza-abisso-ricordi-di-psicoterapia-libro-giuseppe-marras/e/9791256650934,False
Altri Editori,https://www.ibs.it/images/9791255941989_0_0_150_0_75.jpg,Il miracolo dell'acqua. Scoprire e utilizzare i benefici effetti della risonanza positiva. Nuova ediz.,Masaru Emoto,Edizioni Il Punto d'Incontro,2026,,https://www.ibs.it/miracolo-dell-acqua-scoprire-utilizzare-libro-masaru-emoto/e/9791255941989,False
